Gender,CustomerType,Age,TypeofTravel,Class,FlightDistancemiles,Inflightwifiservice,DepartureArrivaltimeconvenient,EaseofOnlinebooking,Gatelocation,Foodanddrink,Onlineboarding,Seatcomfort,Inflightentertainment,Onboardservice,Legroomservice,Baggagehandling,Checkinservice,Inflightservice,Cleanliness,DepartureDelayinMinutes,ArrivalDelayinMinutes,satisfaction
Male,Loyal Customer,30,Personal Travel,Eco Plus,1546,1,1,1,3,1,1,1,1,3,1,2,2,4,1,0,0,neutralordissatisfied
Male,Loyal Customer,43,Business travel,Business,493,1,1,1,1,4,5,1,5,5,5,5,2,5,5,0,0,satisfied
Female,Loyal Customer,30,Personal Travel,Eco,1023,3,3,3,5,2,3,5,2,1,4,1,5,4,2,1,0,neutralordissatisfied
Female,Loyal Customer,14,Personal Travel,Business,1107,2,2,2,3,3,2,3,3,2,1,3,3,3,3,0,0,neutralordissatisfied
Male,Loyal Customer,44,Business travel,Business,2520,4,4,4,4,2,4,5,4,4,5,4,3,4,3,75,60,satisfied
Male,disloyal Customer,13,Business travel,Eco,692,1,2,2,2,5,2,5,5,5,2,4,5,4,5,0,0,neutralordissatisfied
Female,disloyal Customer,21,Business travel,Business,334,4,0,3,3,5,3,5,5,4,3,4,3,4,5,0,0,satisfied
Female,Loyal Customer,73,Business travel,Eco Plus,468,5,5,5,5,4,1,5,4,4,5,4,2,4,5,20,5,satisfied
Male,Loyal Customer,38,Personal Travel,Eco,119,2,1,2,3,1,2,1,1,3,4,4,1,4,1,0,0,neutralordissatisfied
Male,Loyal Customer,43,Business travel,Business,1437,2,2,2,2,2,5,5,5,5,5,5,3,5,3,0,0,satisfied
Female,disloyal Customer,37,Business travel,Business,241,2,2,2,3,3,2,4,3,1,2,4,3,3,3,25,20,neutralordissatisfied
Male,Loyal Customer,44,Business travel,Business,2035,3,3,5,3,1,2,3,4,4,5,5,4,4,3,3,0,satisfied
Female,Loyal Customer,30,Personal Travel,Eco,581,3,5,3,1,4,3,4,4,4,5,5,5,5,4,30,25,neutralordissatisfied
Male,Loyal Customer,45,Business travel,Business,3124,2,2,2,2,5,5,5,4,3,5,4,5,5,5,139,134,satisfied
Male,Loyal Customer,39,Personal Travel,Eco,1562,2,3,3,3,2,3,2,2,2,1,3,2,4,2,53,90,neutralordissatisfied
Female,Loyal Customer,56,Business travel,Business,2154,4,4,4,4,2,1,4,5,5,4,5,2,5,1,0,0,satisfied
Female,Loyal Customer,36,Personal Travel,Eco,899,0,4,0,4,5,0,5,5,4,5,1,1,3,5,0,0,satisfied
Female,Loyal Customer,43,Personal Travel,Eco Plus,462,4,4,4,4,2,4,5,2,2,4,4,1,2,1,0,0,satisfied
Female,disloyal Customer,22,Business travel,Eco,296,1,0,1,4,1,2,2,3,4,5,5,2,5,2,116,150,neutralordissatisfied
Female,disloyal Customer,26,Business travel,Eco,751,3,3,3,3,3,3,5,3,5,1,1,2,2,3,0,0,neutralordissatisfied
Male,Loyal Customer,63,Business travel,Eco Plus,2422,1,1,1,1,1,1,1,4,4,4,3,1,4,1,0,0,neutralordissatisfied
Male,disloyal Customer,32,Business travel,Business,399,2,2,2,4,3,2,3,3,3,4,4,5,5,3,0,0,neutralordissatisfied
Female,Loyal Customer,49,Personal Travel,Eco Plus,2139,3,4,3,3,5,5,5,3,3,3,3,3,3,3,56,34,neutralordissatisfied
Male,Loyal Customer,30,Business travel,Business,1500,3,3,3,3,5,4,5,5,4,3,4,3,5,5,0,0,satisfied
Male,Loyal Customer,40,Business travel,Business,2715,0,0,0,4,2,5,5,4,4,4,4,4,4,5,0,0,satisfied
Male,Loyal Customer,69,Personal Travel,Eco Plus,817,2,4,1,3,1,1,1,1,1,2,4,4,4,1,0,0,neutralordissatisfied
Male,Loyal Customer,46,Business travel,Business,3259,1,1,1,1,5,5,5,3,3,3,3,5,5,5,183,174,satisfied
Male,Loyal Customer,49,Personal Travel,Eco,1208,2,3,2,3,1,2,2,1,2,2,4,3,4,1,78,61,neutralordissatisfied
Female,Loyal Customer,48,Business travel,Business,2269,3,3,1,3,3,4,5,3,3,4,3,4,3,3,0,0,satisfied
Female,Loyal Customer,55,Personal Travel,Eco,2586,1,5,1,4,1,5,4,1,1,4,5,4,4,4,176,160,neutralordissatisfied
Male,Loyal Customer,62,Business travel,Business,812,3,3,3,3,4,3,3,3,3,4,3,1,3,2,0,14,neutralordissatisfied
Female,Loyal Customer,48,Business travel,Business,3103,4,4,4,4,4,4,5,4,4,4,4,5,4,4,14,15,satisfied
Female,disloyal Customer,24,Business travel,Eco,317,2,5,2,5,5,2,5,5,3,4,5,5,5,5,0,2,neutralordissatisfied
Male,Loyal Customer,70,Personal Travel,Eco,1119,1,4,1,4,4,1,4,4,4,3,5,3,4,4,0,0,neutralordissatisfied
Male,Loyal Customer,51,Business travel,Business,373,2,2,4,4,4,2,2,2,2,2,2,1,2,1,31,37,neutralordissatisfied
Male,Loyal Customer,53,Business travel,Business,334,3,5,3,3,4,5,5,5,5,5,5,4,5,5,5,0,satisfied
Male,Loyal Customer,56,Business travel,Business,2556,1,1,1,1,5,4,5,5,5,5,5,3,5,3,3,3,satisfied
Female,Loyal Customer,60,Personal Travel,Eco,466,4,5,4,4,3,5,5,4,4,4,4,5,4,5,9,0,satisfied
Male,Loyal Customer,70,Personal Travel,Eco,1979,3,3,3,5,2,3,2,2,1,4,4,4,5,2,15,12,neutralordissatisfied
Male,disloyal Customer,22,Business travel,Eco,252,3,2,3,2,2,3,2,2,1,1,3,3,3,2,0,0,neutralordissatisfied
Male,Loyal Customer,60,Personal Travel,Eco,1449,2,4,2,2,2,2,2,2,4,5,2,5,3,2,1,3,neutralordissatisfied
Male,disloyal Customer,37,Business travel,Business,280,3,3,3,3,5,3,5,5,3,2,4,5,5,5,0,1,neutralordissatisfied
Male,Loyal Customer,53,Business travel,Business,628,2,2,2,2,2,5,5,5,5,5,5,4,5,3,42,35,satisfied
Male,Loyal Customer,55,Business travel,Business,868,3,3,3,3,2,5,5,4,4,4,4,5,4,3,0,11,satisfied
Female,Loyal Customer,30,Personal Travel,Eco Plus,964,2,1,2,3,1,2,1,1,3,5,3,2,3,1,0,0,neutralordissatisfied
Female,Loyal Customer,28,Business travel,Business,2568,1,1,1,1,4,4,4,4,2,5,5,3,5,4,0,0,satisfied
Male,Loyal Customer,65,Business travel,Eco,262,4,4,4,4,4,4,4,4,1,5,3,1,4,4,48,55,neutralordissatisfied
Male,Loyal Customer,8,Personal Travel,Eco,1464,4,4,4,4,2,4,2,2,3,3,5,4,5,2,0,3,neutralordissatisfied
Female,disloyal Customer,48,Business travel,Business,737,3,3,3,2,5,3,5,5,5,2,4,5,4,5,72,54,neutralordissatisfied
Female,Loyal Customer,32,Personal Travel,Eco,337,3,3,3,3,1,3,1,1,2,3,3,3,3,1,3,1,neutralordissatisfied
Female,disloyal Customer,35,Business travel,Eco,250,1,1,1,3,4,1,5,4,1,1,4,2,4,4,3,0,neutralordissatisfied
Female,Loyal Customer,44,Business travel,Business,2241,2,2,2,2,2,4,5,5,5,5,5,5,5,5,2,0,satisfied
Female,Loyal Customer,24,Personal Travel,Eco Plus,588,2,4,2,4,3,2,1,3,3,5,4,4,5,3,0,0,neutralordissatisfied
Male,disloyal Customer,26,Business travel,Eco,552,4,1,4,3,3,4,2,3,3,5,4,3,4,3,0,0,neutralordissatisfied
Female,Loyal Customer,43,Personal Travel,Eco,1036,2,1,2,3,2,4,3,1,1,2,3,1,1,3,0,2,neutralordissatisfied
Female,disloyal Customer,39,Business travel,Eco,429,2,3,2,3,2,2,2,2,4,2,3,3,3,2,0,0,neutralordissatisfied
Male,Loyal Customer,35,Business travel,Eco Plus,140,5,3,3,3,5,4,5,5,1,5,4,3,5,5,0,0,satisfied
Female,Loyal Customer,38,Business travel,Business,2030,3,3,5,3,5,4,3,4,4,4,4,1,4,3,12,16,satisfied
Male,Loyal Customer,35,Business travel,Business,2353,1,1,5,1,3,3,4,1,1,1,1,4,1,4,101,72,neutralordissatisfied
Male,Loyal Customer,55,Business travel,Eco,1121,2,2,2,2,2,2,2,2,2,2,3,2,3,2,1,0,neutralordissatisfied
Female,disloyal Customer,38,Business travel,Business,404,4,4,4,1,2,4,2,2,5,3,5,3,4,2,3,0,neutralordissatisfied
Male,disloyal Customer,44,Business travel,Business,1660,2,2,2,1,1,2,1,1,3,3,4,3,5,1,11,7,neutralordissatisfied
Female,Loyal Customer,41,Business travel,Business,2399,5,5,5,5,4,5,4,5,5,5,5,4,5,4,0,0,satisfied
Female,Loyal Customer,16,Personal Travel,Eco,332,4,1,4,2,4,4,4,4,1,1,2,3,2,4,0,0,neutralordissatisfied
Female,Loyal Customer,48,Personal Travel,Eco,1102,3,3,3,3,4,5,1,4,4,3,4,2,4,5,0,0,neutralordissatisfied
Male,disloyal Customer,25,Business travel,Business,712,5,0,5,1,3,5,3,3,3,4,4,5,5,3,0,0,satisfied
Female,Loyal Customer,30,Business travel,Business,589,5,5,5,5,2,2,2,2,5,4,4,4,4,2,0,0,satisfied
Male,Loyal Customer,30,Business travel,Business,775,5,2,5,5,5,5,5,5,1,3,1,2,1,5,0,0,satisfied
Female,Loyal Customer,53,Business travel,Business,1947,3,3,3,3,5,4,4,3,3,3,3,5,3,4,0,4,satisfied
Female,Loyal Customer,32,Business travel,Eco,109,3,5,4,5,3,3,3,3,2,4,3,1,4,3,0,15,neutralordissatisfied
Male,disloyal Customer,11,Business travel,Eco,581,2,1,2,3,5,2,5,5,3,4,4,2,4,5,2,9,neutralordissatisfied
Female,Loyal Customer,9,Personal Travel,Eco,2409,1,4,1,4,1,3,3,3,3,3,4,3,2,3,0,50,neutralordissatisfied
Male,disloyal Customer,25,Business travel,Eco,925,2,2,2,3,3,2,3,3,3,1,1,1,4,3,16,24,neutralordissatisfied
Male,Loyal Customer,66,Business travel,Eco Plus,174,2,4,4,4,2,2,2,2,2,2,4,2,4,2,0,0,neutralordissatisfied
Female,Loyal Customer,51,Business travel,Eco,618,2,2,2,2,4,1,5,1,1,2,1,1,1,5,26,23,satisfied
Male,Loyal Customer,39,Business travel,Business,2399,5,5,5,5,5,3,4,4,4,4,4,4,4,5,0,0,satisfied
Female,Loyal Customer,50,Business travel,Business,3425,4,4,5,4,3,5,4,5,5,5,5,3,5,4,3,0,satisfied
Female,Loyal Customer,19,Personal Travel,Eco,1050,2,5,1,2,3,1,3,3,3,5,4,4,5,3,0,0,neutralordissatisfied
Female,Loyal Customer,47,Business travel,Business,1587,4,4,4,4,5,5,4,4,4,4,4,4,4,5,0,6,satisfied
Male,Loyal Customer,11,Personal Travel,Eco,187,1,5,1,5,4,1,4,4,4,2,4,5,4,4,0,0,neutralordissatisfied
Male,Loyal Customer,59,Personal Travel,Eco,631,2,4,2,3,1,2,1,1,3,3,4,5,4,1,6,0,neutralordissatisfied
Male,Loyal Customer,36,Business travel,Eco,1598,4,4,4,4,4,4,4,4,5,1,5,5,1,4,29,12,satisfied
Female,disloyal Customer,46,Business travel,Business,2370,5,5,5,3,5,5,4,5,4,5,5,3,4,5,0,0,satisfied
Male,disloyal Customer,18,Business travel,Business,1390,4,0,4,2,3,4,3,3,3,3,5,5,4,3,6,0,satisfied
Female,disloyal Customer,18,Business travel,Eco,2457,3,4,4,3,2,3,4,2,3,4,3,1,3,2,0,4,neutralordissatisfied
Male,Loyal Customer,31,Business travel,Eco,173,2,5,5,5,2,2,2,1,4,3,4,2,3,2,151,186,neutralordissatisfied
Female,disloyal Customer,24,Business travel,Eco,337,3,5,3,5,1,3,1,1,3,5,4,4,5,1,79,88,neutralordissatisfied
Female,Loyal Customer,43,Personal Travel,Eco,532,4,5,4,3,5,4,5,3,3,4,3,5,3,3,0,0,neutralordissatisfied
Male,disloyal Customer,52,Business travel,Eco,550,4,3,4,3,3,4,3,3,1,5,3,3,4,3,0,0,neutralordissatisfied
Female,Loyal Customer,38,Personal Travel,Eco Plus,449,3,5,3,1,2,3,2,2,4,3,4,5,4,2,67,45,neutralordissatisfied
Female,Loyal Customer,40,Business travel,Business,802,2,2,2,2,2,5,4,4,4,4,4,3,4,5,1,0,satisfied
Female,Loyal Customer,8,Personal Travel,Eco Plus,999,1,4,1,4,4,1,4,4,4,1,4,2,4,4,5,11,neutralordissatisfied
Female,disloyal Customer,23,Business travel,Eco,676,4,4,4,4,5,4,5,5,3,5,3,4,4,5,81,91,neutralordissatisfied
Male,Loyal Customer,12,Personal Travel,Eco,413,5,5,5,1,5,5,3,5,3,2,4,4,5,5,0,7,satisfied
Male,disloyal Customer,54,Business travel,Eco,869,1,1,1,3,1,1,1,1,5,1,3,2,5,1,0,0,neutralordissatisfied
Male,disloyal Customer,27,Business travel,Business,223,0,0,0,3,3,0,3,3,4,2,5,4,5,3,0,0,satisfied
Female,Loyal Customer,39,Business travel,Eco,965,2,4,4,4,2,3,2,2,1,5,4,3,2,2,0,0,satisfied
Male,Loyal Customer,39,Business travel,Eco,230,1,4,4,4,1,1,1,1,1,2,2,4,3,1,0,0,neutralordissatisfied
Male,Loyal Customer,60,Business travel,Business,526,1,1,1,1,1,5,1,4,4,4,4,4,4,1,0,0,satisfied
Female,disloyal Customer,24,Business travel,Eco,585,4,0,4,1,5,4,3,5,3,3,5,3,4,5,89,82,satisfied
Female,Loyal Customer,65,Business travel,Eco,748,4,5,5,5,5,4,4,4,4,4,4,2,4,1,0,0,neutralordissatisfied
Male,disloyal Customer,23,Business travel,Business,1121,4,4,4,2,2,4,2,2,3,4,4,3,4,2,0,0,satisfied
Female,disloyal Customer,21,Business travel,Eco,556,3,0,3,1,3,3,3,3,3,2,2,5,5,3,58,70,neutralordissatisfied
Female,Loyal Customer,64,Personal Travel,Eco,308,2,4,5,4,2,4,4,2,2,5,2,4,2,4,0,2,neutralordissatisfied
Female,Loyal Customer,48,Personal Travel,Business,925,1,3,1,3,1,2,2,3,5,2,2,2,4,2,306,299,neutralordissatisfied
Male,Loyal Customer,58,Business travel,Business,1034,4,4,4,4,5,5,5,3,5,4,5,5,3,5,170,172,satisfied
Female,Loyal Customer,73,Business travel,Eco,1140,5,4,4,4,4,2,3,5,5,5,5,5,5,2,0,0,satisfied
Male,Loyal Customer,18,Personal Travel,Eco,197,2,4,2,1,5,2,5,5,4,3,5,5,5,5,1,7,neutralordissatisfied
Female,disloyal Customer,33,Business travel,Business,333,3,3,3,4,5,3,4,5,5,4,4,4,5,5,0,0,neutralordissatisfied
Male,Loyal Customer,38,Business travel,Business,1710,2,2,5,2,3,4,4,2,2,2,2,2,2,1,3,12,neutralordissatisfied
Female,Loyal Customer,32,Business travel,Eco Plus,101,3,5,5,5,3,3,3,3,3,5,3,2,3,3,0,1,neutralordissatisfied
Male,Loyal Customer,42,Personal Travel,Eco,303,4,3,4,4,3,4,3,3,2,2,3,3,4,3,0,0,satisfied
Male,Loyal Customer,25,Business travel,Eco,719,2,1,1,1,2,2,4,2,1,5,4,2,4,2,20,80,neutralordissatisfied
Male,Loyal Customer,38,Business travel,Eco Plus,1249,4,4,4,4,4,5,4,4,5,1,3,4,4,4,0,12,satisfied
Male,Loyal Customer,14,Personal Travel,Eco,1558,2,5,1,4,1,1,1,1,5,3,3,4,4,1,0,4,neutralordissatisfied
Female,Loyal Customer,22,Personal Travel,Eco Plus,404,2,5,2,2,3,2,3,3,5,4,4,3,5,3,7,8,neutralordissatisfied
Female,Loyal Customer,53,Personal Travel,Business,147,2,5,0,3,5,4,4,5,5,0,5,4,5,4,0,0,neutralordissatisfied
Female,disloyal Customer,23,Business travel,Eco,372,1,0,1,4,5,1,5,5,4,1,3,2,4,5,44,40,neutralordissatisfied
Female,Loyal Customer,33,Business travel,Eco,170,4,5,4,5,4,4,4,4,2,1,1,2,2,4,31,27,satisfied
Female,Loyal Customer,45,Business travel,Business,1123,5,5,5,5,2,5,4,5,5,5,5,5,5,3,0,5,satisfied
Female,Loyal Customer,11,Personal Travel,Eco,1249,4,5,4,2,1,4,1,1,5,2,4,5,4,1,0,0,satisfied
Female,Loyal Customer,32,Personal Travel,Eco,715,2,4,2,1,5,2,5,5,5,4,1,3,3,5,4,0,neutralordissatisfied
Female,Loyal Customer,64,Personal Travel,Eco,130,1,5,1,5,3,5,5,4,4,1,4,4,4,5,1,0,neutralordissatisfied
Male,Loyal Customer,43,Business travel,Eco,1009,4,2,2,2,4,4,4,4,3,2,2,2,2,4,112,100,neutralordissatisfied
Male,Loyal Customer,66,Personal Travel,Eco,1325,2,3,2,3,2,2,2,1,4,2,4,2,1,2,210,196,neutralordissatisfied
Male,Loyal Customer,56,Business travel,Business,2180,1,1,3,1,3,4,5,5,5,4,5,5,5,5,1,0,satisfied
Female,disloyal Customer,36,Business travel,Eco,193,3,4,3,3,5,3,5,5,4,1,1,3,4,5,0,35,neutralordissatisfied
Female,disloyal Customer,22,Business travel,Eco,163,3,5,3,4,4,3,4,4,4,2,5,2,1,4,0,7,neutralordissatisfied
Female,Loyal Customer,70,Business travel,Business,2922,3,5,1,5,1,4,4,3,3,2,3,3,3,1,0,0,neutralordissatisfied
Male,Loyal Customer,41,Personal Travel,Eco,631,3,4,3,4,2,3,2,2,5,4,4,4,5,2,45,23,neutralordissatisfied
Female,Loyal Customer,41,Personal Travel,Eco,2454,4,2,3,3,1,3,1,1,2,1,2,2,3,1,1,0,satisfied
Female,Loyal Customer,40,Business travel,Business,3276,0,4,0,2,5,4,4,4,4,4,2,4,4,3,3,1,satisfied
Female,Loyal Customer,53,Business travel,Business,550,4,4,1,4,3,5,4,4,4,4,4,5,4,3,0,0,satisfied
Female,Loyal Customer,57,Business travel,Business,109,1,3,3,3,3,1,2,3,3,3,1,1,3,3,0,0,neutralordissatisfied
Male,Loyal Customer,54,Personal Travel,Eco,447,3,5,3,1,4,3,4,4,2,2,1,2,5,4,0,0,neutralordissatisfied
Male,Loyal Customer,59,Business travel,Business,436,2,2,2,2,3,5,4,5,5,5,5,4,5,5,47,37,satisfied
Female,Loyal Customer,27,Personal Travel,Business,460,2,3,2,1,2,2,2,2,2,4,2,3,4,2,0,0,neutralordissatisfied
Female,disloyal Customer,38,Business travel,Eco,854,3,3,3,4,3,3,5,3,2,4,3,4,3,3,11,7,neutralordissatisfied
Male,Loyal Customer,49,Business travel,Business,1681,3,2,2,2,5,4,3,3,3,3,3,3,3,3,18,6,neutralordissatisfied
Male,disloyal Customer,36,Business travel,Business,277,4,4,4,3,2,4,2,2,1,1,4,2,5,2,82,67,neutralordissatisfied
Male,Loyal Customer,56,Business travel,Business,842,2,2,2,2,4,5,4,3,3,4,3,4,3,3,0,2,satisfied
Male,Loyal Customer,12,Personal Travel,Eco,315,4,3,4,3,2,4,2,2,3,4,2,1,3,2,0,0,neutralordissatisfied
Male,disloyal Customer,38,Business travel,Business,472,2,2,2,3,5,2,4,5,3,3,3,3,2,5,85,72,neutralordissatisfied
Male,Loyal Customer,69,Personal Travel,Eco,1562,4,4,4,5,1,4,1,1,3,2,5,3,4,1,0,0,neutralordissatisfied
Male,Loyal Customer,44,Business travel,Business,591,4,4,4,4,2,5,4,5,5,5,5,5,5,4,0,0,satisfied
Male,disloyal Customer,39,Business travel,Business,480,1,1,1,1,1,1,4,1,3,5,5,3,5,1,30,15,neutralordissatisfied
Male,Loyal Customer,25,Business travel,Eco,460,3,4,4,4,3,3,2,3,3,5,3,4,3,3,7,0,neutralordissatisfied
Female,disloyal Customer,26,Business travel,Business,502,4,4,4,4,2,4,2,2,4,3,4,3,5,2,0,0,neutralordissatisfied
Male,Loyal Customer,49,Business travel,Business,650,3,3,3,3,3,5,4,5,5,5,5,3,5,3,0,0,satisfied
Male,Loyal Customer,69,Personal Travel,Eco,601,4,5,4,2,3,4,3,3,2,2,5,2,5,3,0,1,neutralordissatisfied
Female,Loyal Customer,27,Business travel,Business,1660,3,1,4,1,3,3,3,3,1,3,3,3,3,3,0,4,neutralordissatisfied
Female,Loyal Customer,34,Business travel,Business,2365,2,5,5,5,3,3,4,2,2,2,2,4,2,2,5,2,neutralordissatisfied
Male,Loyal Customer,49,Business travel,Business,3048,1,1,1,1,2,4,4,4,4,4,5,5,4,5,0,0,satisfied
Female,Loyal Customer,40,Personal Travel,Eco,621,1,5,1,1,2,1,2,2,3,2,5,4,4,2,12,2,neutralordissatisfied
Female,Loyal Customer,56,Personal Travel,Eco,1464,3,4,3,4,2,5,5,2,2,3,2,5,2,4,19,18,neutralordissatisfied
Male,Loyal Customer,67,Personal Travel,Eco,859,2,5,2,1,2,2,2,2,5,2,5,3,5,2,26,29,neutralordissatisfied
Female,Loyal Customer,43,Personal Travel,Eco,677,4,4,3,4,1,4,3,5,5,3,5,2,5,4,0,0,satisfied
Male,Loyal Customer,11,Personal Travel,Eco Plus,735,1,5,1,4,5,1,5,5,4,2,4,5,3,5,0,0,neutralordissatisfied
Female,Loyal Customer,36,Business travel,Eco,116,5,2,2,2,5,5,5,5,2,3,2,3,1,5,17,58,satisfied
Female,disloyal Customer,27,Business travel,Eco,1087,2,2,2,3,4,2,4,4,2,3,1,3,3,4,1,14,neutralordissatisfied
Female,disloyal Customer,37,Business travel,Eco,328,4,2,4,3,5,4,2,5,2,5,3,1,3,5,0,3,neutralordissatisfied
Female,disloyal Customer,28,Personal Travel,Eco,236,3,4,0,3,3,0,3,3,3,5,4,2,3,3,9,0,neutralordissatisfied
Female,disloyal Customer,29,Business travel,Eco Plus,589,1,1,1,3,4,1,1,4,3,5,4,4,3,4,0,0,neutralordissatisfied
Female,disloyal Customer,22,Business travel,Eco,787,1,1,1,3,4,1,3,4,3,3,3,1,3,4,0,0,neutralordissatisfied
Male,Loyal Customer,59,Business travel,Eco,125,4,5,5,5,4,4,4,4,5,4,4,4,2,4,124,127,satisfied
Male,Loyal Customer,8,Personal Travel,Eco,782,2,5,2,4,3,2,3,3,5,1,3,1,1,3,1,0,neutralordissatisfied
Female,Loyal Customer,44,Personal Travel,Eco,696,4,3,4,3,5,4,3,2,2,4,2,2,2,1,0,0,neutralordissatisfied
Female,Loyal Customer,15,Personal Travel,Eco,641,1,4,2,3,3,2,3,3,5,4,5,4,5,3,8,12,neutralordissatisfied
Female,Loyal Customer,42,Business travel,Business,2393,1,1,3,1,3,5,4,4,4,4,4,5,4,5,0,21,satisfied
Female,Loyal Customer,36,Business travel,Business,1788,2,2,2,2,4,4,5,2,2,2,2,3,2,5,34,7,satisfied
Female,disloyal Customer,34,Business travel,Business,1488,3,3,3,2,1,3,1,1,5,5,4,3,5,1,37,45,neutralordissatisfied
Female,Loyal Customer,55,Business travel,Business,1372,1,5,5,5,1,3,3,1,1,1,1,2,1,2,0,0,neutralordissatisfied
Female,Loyal Customer,12,Personal Travel,Eco,144,1,5,0,2,1,0,1,1,3,2,5,4,4,1,0,1,neutralordissatisfied
Female,Loyal Customer,68,Business travel,Eco,224,3,3,5,3,4,3,3,3,3,3,3,3,3,4,13,6,neutralordissatisfied
Male,disloyal Customer,20,Business travel,Eco,113,2,0,2,1,4,2,2,4,5,5,4,3,5,4,0,0,neutralordissatisfied
Male,Loyal Customer,46,Business travel,Business,1035,1,1,1,1,4,4,4,5,5,5,5,3,5,5,9,0,satisfied
Male,Loyal Customer,35,Business travel,Business,405,1,1,1,1,4,3,3,1,1,1,1,4,1,1,33,26,neutralordissatisfied
Female,Loyal Customer,52,Personal Travel,Eco,641,4,5,4,1,1,3,3,3,3,4,5,4,3,4,2,2,satisfied
Male,disloyal Customer,42,Business travel,Eco,692,4,4,4,5,4,4,4,4,1,4,3,2,1,4,0,0,satisfied
Female,Loyal Customer,29,Business travel,Business,1546,5,5,5,5,4,4,4,4,5,4,5,4,4,4,0,0,satisfied
Female,Loyal Customer,27,Business travel,Eco,920,3,1,1,1,3,3,3,3,2,4,4,4,3,3,70,58,neutralordissatisfied
Male,Loyal Customer,70,Personal Travel,Eco,2486,2,2,2,3,4,2,4,4,2,3,3,2,3,4,0,0,neutralordissatisfied
Female,disloyal Customer,22,Business travel,Eco,157,4,2,4,3,4,4,4,4,2,3,3,2,4,4,20,0,neutralordissatisfied
Female,Loyal Customer,39,Business travel,Business,3261,3,4,3,3,2,2,2,5,5,5,5,4,5,4,88,78,satisfied
Male,disloyal Customer,35,Business travel,Business,1587,2,2,2,3,2,2,2,2,3,3,3,4,5,2,0,6,neutralordissatisfied
Female,Loyal Customer,55,Personal Travel,Eco,309,2,1,2,3,4,4,3,3,3,2,3,1,3,3,2,0,neutralordissatisfied
Female,Loyal Customer,69,Business travel,Business,2489,2,2,2,2,4,5,4,4,4,4,4,4,4,5,16,13,satisfied
Male,Loyal Customer,30,Personal Travel,Eco,967,4,5,4,2,5,4,5,5,4,4,4,4,4,5,58,56,neutralordissatisfied
Female,Loyal Customer,22,Business travel,Business,2577,3,4,4,4,3,3,3,3,1,1,3,2,2,3,15,66,neutralordissatisfied
Female,Loyal Customer,14,Business travel,Business,2521,3,3,3,3,5,4,5,5,5,2,4,3,5,5,0,0,satisfied
Male,Loyal Customer,48,Business travel,Business,409,3,4,4,4,3,3,4,3,3,3,3,4,3,4,19,24,neutralordissatisfied
Male,Loyal Customer,11,Personal Travel,Eco,341,1,5,1,2,4,1,4,4,4,5,4,4,4,4,0,0,neutralordissatisfied
Female,Loyal Customer,49,Business travel,Eco,516,3,3,3,3,2,2,2,3,3,3,3,4,3,3,0,0,neutralordissatisfied
Female,Loyal Customer,30,Business travel,Business,135,4,4,4,4,4,4,5,4,5,4,4,5,4,4,0,0,satisfied
Male,Loyal Customer,53,Business travel,Business,1346,4,4,4,4,5,5,5,5,5,5,5,5,5,4,36,13,satisfied
Female,disloyal Customer,39,Business travel,Business,192,1,1,1,4,4,1,4,4,4,3,3,4,3,4,9,1,neutralordissatisfied
Male,disloyal Customer,30,Business travel,Eco,780,4,4,4,3,2,4,2,2,3,2,4,3,4,2,0,0,neutralordissatisfied
Female,Loyal Customer,54,Business travel,Eco,365,4,2,2,2,4,3,4,4,4,4,4,1,4,2,24,15,neutralordissatisfied
Female,Loyal Customer,47,Business travel,Business,1892,5,5,5,5,3,4,4,4,4,4,4,4,4,5,8,0,satisfied
Male,Loyal Customer,30,Business travel,Eco,930,3,4,4,4,3,3,3,3,1,1,2,1,3,3,0,0,neutralordissatisfied
Male,Loyal Customer,47,Business travel,Business,2809,0,1,1,2,5,5,4,5,5,5,5,5,5,4,9,14,satisfied
Male,Loyal Customer,49,Personal Travel,Eco Plus,337,3,4,4,4,2,4,2,2,1,3,2,2,3,2,2,0,neutralordissatisfied
Female,Loyal Customer,37,Business travel,Business,631,2,2,2,2,2,4,4,4,4,4,4,5,4,3,0,0,satisfied
Female,Loyal Customer,50,Business travel,Eco,404,2,5,5,5,4,3,4,2,2,2,2,4,2,1,0,1,neutralordissatisfied
Female,disloyal Customer,39,Business travel,Business,300,4,4,4,3,1,4,1,1,3,3,4,4,5,1,0,8,satisfied
Female,Loyal Customer,36,Business travel,Eco,143,4,3,3,3,4,4,4,4,3,1,5,3,2,4,2,0,satisfied
Male,Loyal Customer,57,Business travel,Business,3593,2,2,2,2,2,4,5,5,5,5,5,5,5,5,0,0,satisfied
Male,Loyal Customer,29,Business travel,Business,3448,3,5,5,5,3,3,3,3,4,3,4,1,4,3,0,0,neutralordissatisfied
Male,Loyal Customer,25,Personal Travel,Eco,889,4,4,4,3,2,4,2,2,4,5,5,3,5,2,9,0,satisfied
Female,disloyal Customer,24,Business travel,Business,585,4,3,4,4,2,4,2,2,3,3,4,3,5,2,7,34,satisfied
Male,Loyal Customer,67,Personal Travel,Eco Plus,1097,1,4,1,4,5,1,3,5,4,5,5,5,5,5,0,1,neutralordissatisfied
Male,Loyal Customer,53,Business travel,Business,447,1,1,1,1,3,5,4,5,5,5,5,5,5,3,29,36,satisfied
